Time,Air Flow Rate,HF-N,HF-E,HF-S,HF-W,NG Flow Rate,HRR_ideal,HRR_cal,K_smoke,T_duct,rho_duct,V_duct,MF_duct,O2_duct_dry,CO2_duct_dry,CO_duct_dry,H2O_duct,H2O_amb,RH,T_amb,Hydrogen Cyanide,U_Hydrogen Cyanide,Sulfur Dioxide,U_Sulfur Dioxide,Hydrogen Chloride,U_Hydrogen Chloride,Hydrogen Fluoride,U_Hydrogen Fluoride,Hydrogen Bromide,U_Hydrogen Bromide,Acrolein,U_Acrolein,Formaldehyde,U_Formaldehyde,Nitric Oxide,U_Nitric Oxide,Nitrogen Dioxide,U_Nitrogen Dioxide,Ammonia,U_Ammonia,Methane,U_Methane,Water_%,U_Water_%,Ethene,U_Ethene,Propene,U_Propene,Carbon Dioxide_Low,U_Carbon Dioxide_Low,Ethane,U_Ethane,Propane,U_Propane,Acetylene,U_Acetylene,"1,3-Butadiene","U_1,3-Butadiene",IsoButene,U_IsoButene,n-Pentane,U_n-Pentane,Ethanol,U_Ethanol,Nitrous Oxide,U_Nitrous Oxide,NOx,U_NOx
s,L/min,kW/m2,kW/m2,kW/m2,kW/m2,L/min,kW,kW,1/m,C,kg/m3,m/s,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,%,C,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
4610,-1.4,0.341,0.331,0.106,0.079,83.1,49.7,53.6,-0.002883,40.5,1.12,9.63,1.97,0.207693,0.001403,0.000002,0.009296,0.012447,45.0,25.7,-0.006,0.029,-0.023,0.474,0.097,-0.014,0.008,-0.009,0.023,0.005,0.542,0.276,0.033,0.005,0.281,0.172,-0.267,0.092,-0.025,0.003,-0.401,0.208,0.129,0.009,-0.003,0.002,-0.003,0.008,469.300,11.599,-0.059,0.006,-0.257,0.007,0.160,0.314,0.005,0.010,-0.097,0.008,0.029,0.003,0.202,0.005,-0.022,0.010,0.015,0.000
4620,-1.4,0.335,0.331,0.105,0.079,83.0,49.6,51.3,-0.003028,40.7,1.12,9.77,2.00,0.207739,0.001383,0.000002,0.009292,0.012479,45.0,25.7,0.041,0.036,-0.148,0.529,-0.062,-0.016,0.025,-0.052,-0.021,0.009,-0.367,0.396,0.060,0.007,0.538,0.164,-0.372,0.178,0.034,-0.003,-0.519,0.221,0.111,0.011,0.030,0.003,-0.082,0.009,476.388,12.544,-0.051,0.009,-0.247,0.011,0.109,0.399,-0.041,0.016,-0.032,0.012,0.037,0.005,0.215,0.005,-0.036,0.013,0.167,0.000
4630,-1.4,0.342,0.345,0.104,0.078,83.0,49.6,55.1,-0.002702,40.8,1.11,9.85,2.01,0.207624,0.001428,0.000002,0.009322,0.012479,45.0,25.7,-0.059,0.020,-0.218,0.571,0.182,-0.019,0.044,0.009,-0.004,0.008,0.020,0.379,0.064,0.004,0.268,0.120,-0.189,-0.068,-0.024,0.001,-0.342,0.222,0.110,0.006,0.008,0.003,-0.044,0.009,468.512,12.033,-0.021,0.008,-0.254,0.010,0.146,0.315,-0.035,0.003,0.028,0.003,0.026,0.004,0.165,0.005,-0.010,0.011,0.079,0.000
4640,-1.3,0.338,0.339,0.103,0.078,83.2,49.8,55.6,-0.002911,40.5,1.12,9.74,1.99,0.207624,0.001439,0.000002,0.009352,0.012434,45.0,25.7,-0.036,0.033,-0.004,0.667,-0.057,0.007,0.085,-0.015,0.001,0.007,-0.348,0.332,0.038,0.004,0.637,0.163,-0.602,0.019,0.006,-0.005,-0.327,0.263,0.120,0.010,0.004,-0.003,-0.048,-0.011,461.275,12.116,-0.064,0.007,-0.238,0.009,0.078,0.358,-0.077,0.003,-0.003,0.002,0.022,0.004,0.188,0.003,0.002,0.004,0.035,0.000
4650,-1.3,0.343,0.350,0.113,0.081,83.5,49.9,54.0,-0.002556,40.5,1.12,9.80,2.00,0.207675,0.001418,0.000002,0.009323,0.012431,45.0,25.7,-0.018,0.035,0.027,0.582,-0.032,-0.009,0.157,-0.081,-0.009,0.006,0.629,0.473,0.065,0.002,0.428,0.111,0.432,0.027,-0.049,-0.005,-0.366,0.232,0.120,0.011,0.001,-0.002,0.075,-0.005,459.762,12.443,-0.084,0.010,-0.234,0.013,0.150,0.346,-0.075,0.004,-0.019,0.003,0.037,0.006,0.206,0.003,-0.015,0.012,0.860,0.000
4660,-1.3,0.352,0.358,0.107,0.086,83.3,49.8,53.1,-0.002632,40.4,1.12,9.79,2.00,0.207702,0.001398,0.000002,0.009306,0.012469,45.0,25.7,-0.022,0.035,-0.027,0.433,-0.021,0.007,0.145,-0.060,-0.014,0.006,-0.342,0.289,0.018,0.003,0.378,0.186,0.035,-0.024,-0.007,-0.006,-0.473,0.226,0.129,0.011,0.034,-0.002,-0.056,-0.006,455.625,11.713,-0.056,0.006,-0.278,0.008,0.144,0.355,-0.046,0.013,0.028,0.010,0.042,0.003,0.216,0.002,-0.008,0.003,0.413,0.000
4670,-1.3,0.352,0.358,0.118,0.086,83.2,49.8,53.4,-0.002791,40.4,1.12,9.81,2.01,0.207694,0.001401,0.000002,0.009298,0.012515,45.0,25.7,-0.033,0.032,-0.031,0.606,0.001,0.006,-0.173,-0.027,0.074,0.010,-0.686,0.267,0.055,0.006,0.245,0.198,-0.157,-0.024,-0.057,-0.005,-0.596,0.251,0.093,0.010,0.017,-0.004,0.004,-0.014,461.550,11.200,-0.057,0.006,-0.263,0.007,0.152,0.317,-0.057,0.008,-0.060,0.006,0.031,0.003,0.220,0.003,-0.022,0.004,0.088,0.000
4680,-1.3,0.363,0.350,0.115,0.086,84.0,50.2,52.3,-0.002729,40.4,1.12,9.87,2.02,0.207731,0.001388,0.000002,0.009286,0.012557,45.0,25.7,-0.015,0.034,-0.321,0.641,0.001,0.006,0.161,-0.015,-0.006,0.005,-0.598,0.285,0.046,0.004,0.405,0.183,-0.375,0.031,-0.007,-0.005,-0.540,0.239,0.132,0.011,-0.019,-0.003,0.094,-0.010,455.350,12.050,-0.022,0.006,-0.286,0.008,0.123,0.387,-0.052,0.006,-0.146,0.005,0.041,0.003,0.226,0.003,-0.018,0.008,0.030,0.000
4690,-1.3,0.351,0.345,0.117,0.084,83.4,49.9,55.1,-0.002814,40.2,1.12,9.87,2.02,0.207648,0.001417,0.000002,0.009298,0.012602,45.0,25.7,-0.012,0.035,-0.147,0.438,0.059,0.018,-0.052,-0.003,-0.032,0.009,0.548,0.269,0.064,0.005,0.690,0.237,0.197,-0.016,-0.018,0.000,-0.601,0.254,0.103,0.011,0.016,0.000,-0.108,0.000,455.311,11.113,-0.064,0.006,-0.236,0.007,0.098,0.339,-0.038,0.005,-0.128,0.003,0.021,0.003,0.232,0.004,-0.012,-0.002,0.887,0.000
4700,-1.3,0.356,0.339,0.117,0.083,83.2,49.8,52.4,-0.002795,40.3,1.12,9.83,2.01,0.207737,0.001388,0.000002,0.009267,0.012627,45.0,25.7,-0.029,0.029,-0.286,0.681,0.037,0.014,0.069,-0.010,0.010,0.004,1.589,0.221,0.044,0.005,0.178,0.142,0.235,0.033,-0.043,0.004,-0.482,0.224,0.111,0.009,0.010,0.003,0.003,0.010,455.750,11.909,0.007,0.005,-0.251,0.006,0.120,0.370,-0.024,0.015,-0.047,0.012,0.017,0.003,0.195,0.005,-0.013,0.009,0.412,0.000
4710,-1.2,0.355,0.350,0.115,0.085,83.2,49.8,53.6,-0.002769,40.3,1.12,9.78,2.00,0.207708,0.00139,0.000002,0.009269,0.012635,45.0,25.7,-0.043,0.033,0.156,0.603,-0.004,-0.010,0.094,-0.075,0.000,0.009,1.612,0.300,0.064,0.007,0.375,0.192,-0.437,0.034,-0.023,0.000,-0.424,0.235,0.102,0.010,-0.016,0.001,-0.020,0.002,460.063,10.786,-0.048,0.007,-0.213,0.008,0.126,0.321,-0.036,0.013,-0.007,0.010,0.009,0.004,0.208,0.004,0.000,0.004,-0.063,0.000
4720,-1.2,0.344,0.352,0.116,0.081,83.7,50.0,52.9,-0.00272,40.3,1.12,9.76,2.00,0.20772,0.001395,0.000002,0.009272,0.01261,45.0,25.7,-0.020,0.045,0.082,0.647,0.016,-0.020,-0.018,0.045,-0.002,0.009,-0.776,0.427,0.049,0.006,0.466,0.191,-0.695,-0.059,-0.025,0.003,-0.548,0.243,0.113,0.014,-0.003,0.002,0.081,0.009,454.225,11.487,-0.031,0.009,-0.285,0.011,0.101,0.383,-0.056,0.012,0.021,0.009,0.043,0.005,0.169,0.006,-0.026,0.003,-0.229,0.000
4730,-1.2,0.345,0.349,0.115,0.081,83.6,50.0,53.7,-0.002817,40.3,1.12,9.75,1.99,0.207686,0.001405,0.000002,0.009272,0.012577,45.0,25.7,0.045,0.043,-0.306,0.760,0.012,-0.007,0.079,-0.021,-0.051,0.008,-1.296,0.389,0.043,0.004,0.458,0.065,-0.405,-0.049,0.023,0.000,-0.663,0.204,0.124,0.013,-0.007,0.003,0.036,0.010,458.075,11.671,-0.002,0.008,-0.243,0.010,0.117,0.383,-0.035,0.015,-0.036,0.011,0.031,0.005,0.223,0.005,-0.026,0.007,0.053,0.000
4740,-1.2,0.354,0.348,0.116,0.086,83.7,50.0,52.7,-0.002938,40.4,1.12,9.72,1.99,0.207715,0.001395,0.000002,0.00927,0.012518,45.0,25.7,-0.077,0.026,-0.126,0.668,-0.102,0.013,0.111,-0.078,-0.020,0.002,-2.005,0.344,0.044,0.006,0.311,0.182,0.585,-0.005,-0.001,0.002,-0.413,0.213,0.113,0.008,0.043,0.002,-0.065,0.005,462.037,10.678,-0.034,0.007,-0.251,0.009,0.103,0.328,0.017,0.018,-0.073,0.014,0.029,0.004,0.209,0.002,-0.002,0.005,0.896,0.000
4750,-1.2,0.295,0.275,0.099,0.070,70.6,42.2,53.9,-0.002976,40.6,1.12,9.79,2.00,0.207679,0.001406,0.000002,0.009278,0.012529,45.0,25.7,-0.082,0.013,-0.216,0.463,-0.016,-0.001,-0.025,-0.028,-0.016,0.008,-1.434,0.343,0.031,0.004,-0.177,0.226,-0.546,0.045,0.008,0.002,-0.584,0.207,0.106,0.004,-0.030,0.003,-0.089,0.011,445.950,9.963,-0.062,0.007,-0.186,0.009,0.134,0.280,0.044,0.015,-0.113,0.011,0.000,0.004,0.197,0.004,-0.003,0.008,-0.723,0.000
4760,-1.2,0.038,0.000,0.009,-0.005,16.8,10.0,54.0,-0.004113,38.1,1.12,9.71,2.00,0.207669,0.001418,0.000002,0.0093,0.012528,45.0,25.7,0.010,0.022,-0.175,0.550,0.047,0.033,0.040,0.030,0.023,0.003,-0.921,0.418,0.028,0.007,0.298,0.151,0.164,-0.077,-0.037,0.002,-0.406,0.200,0.111,0.007,0.030,0.002,-0.071,0.008,264.250,6.351,-0.035,0.009,-0.229,0.011,0.034,0.316,0.029,0.011,0.030,0.008,0.014,0.005,0.221,0.001,-0.010,0.001,0.462,0.000
4770,-1.2,0.035,-0.013,0.008,-0.005,6.0,3.6,53.1,-0.004866,32.9,1.14,9.60,2.01,0.20771,0.001347,0.000002,0.009197,0.012483,45.0,25.7,-0.012,0.031,-0.133,0.499,0.004,-0.031,-0.190,0.021,0.034,0.005,-0.994,0.406,0.027,0.001,0.427,0.118,-0.681,-0.030,-0.015,0.004,0.347,0.166,0.075,0.010,0.003,0.002,-0.041,0.008,93.894,2.511,0.039,0.009,-0.247,0.011,-0.051,0.266,-0.028,0.020,-0.075,0.015,0.027,0.005,0.252,0.003,-0.015,0.000,-0.254,0.000
4780,-1.2,0.038,0.018,0.008,-0.005,4.0,2.4,18.9,-0.00499,30.2,1.15,9.50,2.01,0.208852,0.000631,0.000002,0.008619,0.012452,45.0,25.7,-0.020,0.033,-0.292,0.382,0.020,-0.006,0.162,-0.072,0.031,0.004,-0.406,0.873,0.032,0.001,-0.178,0.092,0.174,-0.020,0.004,0.005,1.585,0.122,0.063,0.010,0.027,0.002,0.061,0.006,21.885,1.589,0.123,0.019,-0.234,0.023,-0.045,0.153,-0.045,0.006,0.027,0.004,0.034,0.010,0.192,0.004,0.003,-0.001,-0.003,0.000
4790,-1.2,0.035,0.027,0.005,-0.006,0.6,0.3,0.4,-0.004993,28.5,1.16,9.46,2.01,0.209431,0.000464,0.000002,0.008128,0.012428,45.0,25.7,0.001,0.008,-0.041,0.150,0.025,-0.063,-0.169,0.022,-0.004,0.005,-1.189,1.895,0.058,0.001,-0.461,0.033,0.629,-0.074,-0.011,0.003,3.885,0.134,0.037,0.003,0.042,0.001,-0.086,0.004,-5.478,0.692,0.348,0.041,-0.148,0.050,-0.014,0.078,-0.012,0.020,0.035,0.015,0.009,0.022,0.181,0.004,0.005,0.012,0.168,0.000
4800,-1.2,0.027,0.026,0.007,-0.006,0.6,0.4,-0.1,-0.004953,27.5,1.16,9.35,1.99,0.209448,0.000447,0.000002,0.007938,0.012441,45.0,25.7,0.004,0.019,0.093,0.179,0.068,0.001,0.151,-0.019,0.001,0.001,-0.684,1.726,0.086,0.000,0.189,0.005,0.061,0.176,-0.012,-0.004,3.410,0.096,0.024,0.006,0.005,-0.002,-0.052,-0.005,-15.538,0.416,0.351,0.038,-0.154,0.046,-0.023,0.087,-0.023,0.008,-0.050,0.006,0.009,0.020,0.221,0.003,-0.007,-0.003,0.250,0.000
4810,-1.2,0.039,0.001,0.010,-0.006,0.7,0.4,-0.1,-0.005013,26.7,1.17,9.40,2.01,0.209449,0.000441,0.000002,0.007853,0.012434,45.0,25.7,-0.009,0.028,-0.241,0.082,0.152,-0.013,-0.014,-0.010,-0.001,0.003,0.657,1.409,0.023,0.002,0.413,-0.019,-0.231,0.078,-0.012,-0.001,3.172,0.086,0.035,0.009,0.009,0.003,-0.032,0.011,-19.785,0.459,0.320,0.031,-0.202,0.038,-0.057,0.145,-0.030,0.011,-0.016,0.008,0.032,0.016,0.190,0.005,-0.017,0.003,0.182,0.000
4820,-1.2,0.039,-0.012,0.013,-0.002,0.6,0.4,-0.1,-0.005077,26.1,1.17,9.39,2.01,0.209449,0.000439,0.000002,0.007817,0.012406,45.0,25.7,-0.005,0.020,-0.012,0.114,0.033,0.018,0.093,0.059,-0.065,0.001,-0.278,1.222,0.041,0.003,0.079,0.003,0.370,0.113,0.005,-0.001,2.680,0.058,0.025,0.006,0.006,0.002,0.144,0.008,-21.779,0.423,0.270,0.027,-0.145,0.033,-0.034,0.074,-0.151,0.011,-0.030,0.008,0.014,0.014,0.245,0.004,-0.007,0.010,0.449,0.000
4830,-1.2,0.031,-0.004,0.009,-0.002,0.7,0.4,-0.3,-0.005007,25.8,1.17,9.31,2.00,0.209456,0.000437,0.000002,0.007789,0.01242,45.0,25.7,-0.037,0.007,-0.320,0.086,0.067,-0.013,0.037,0.008,0.025,0.003,-0.447,0.982,0.037,-0.001,-0.269,0.059,0.324,0.073,-0.023,-0.002,2.039,0.086,0.020,0.002,0.001,0.001,-0.038,0.003,-22.435,0.316,0.179,0.021,-0.204,0.026,-0.018,0.059,-0.051,0.020,0.016,0.015,0.022,0.011,0.204,0.003,-0.018,0.005,0.055,0.000
